"Model","Parameter","Type","N","ARE"
"Linear","sigma","Closed",15000,6.10202454885226e-05
"Linear","sigma","Closed",30000,0.0036766211611818
"Linear","sigma","Closed",150,0.0477053207329731
"Linear","sigma","Closed",1500,0.0366973273481399
"Linear","sigma","Closed",4500,0.0141451346193777
"Linear","sigma","Closed",15000,0.0119094046964946
"Linear","sigma","Closed",30000,0.00272778095238809
"Linear","sigma","Closed",150,0.0474387611449676
"Linear","sigma","Closed",1500,0.00292064644681326
"Linear","sigma","Closed",4500,244.757413744647
"Linear","sigma","Closed",15000,0.00921587261723311
"Linear","sigma","Closed",30000,0.00164150303084957
"Linear","sigma","Closed",150,0.0552280102665387
"Linear","sigma","Closed",1500,0.0199117040207695
"Linear","sigma","Closed",4500,0.0137970805414798
"Linear","sigma","Closed",15000,0.00261706740219821
"Linear","sigma","Closed",30000,0.00923723674984297
"Linear","sigma","Closed",150,0.018622305326898
"Linear","sigma","Closed",1500,0.0219177285252814
"Linear","sigma","Closed",4500,0.0075800251268406
"Linear","sigma","Closed",15000,0.00354004777488352
"Linear","sigma","Closed",30000,0.000753270179364625
"Linear","sigma","Closed",150,0.0433050433405158
"Linear","sigma","Closed",1500,0.0103928056025319
"Linear","sigma","Closed",4500,0.0181698512995534
"Linear","sigma","Closed",15000,0.00803004153739036
"Linear","sigma","Closed",30000,0.000281244776714022
"Linear","sigma","Closed",150,0.0277029059957616
"Linear","sigma","Closed",1500,0.0292008001037458
"Linear","sigma","Closed",4500,0.00548291676734554
"Linear","sigma","Closed",15000,0.0706640476382897
"Linear","sigma","Closed",30000,0.00134680753395437
"Linear","sigma","Closed",150,0.0299406263620267
"Linear","sigma","Closed",1500,117.402246832342
"Linear","sigma","Closed",4500,0.0065455610803485
"Linear","sigma","Closed",15000,0.00707544656915508
"Linear","sigma","Closed",30000,0.00413729883226299
"Linear","sigma","Closed",150,0.00328958597940225
"Linear","sigma","Closed",1500,141.043821411238
"Linear","sigma","Closed",4500,0.00741799531950175
"Linear","sigma","Closed",15000,0.00418440180783945
"Linear","sigma","Closed",30000,0.00213676206730795
"Linear","sigma","Closed",150,0.0236842347948331
"Linear","sigma","Closed",1500,0.0458818453241722
"Linear","sigma","Closed",4500,0.0181862364542949
"Linear","sigma","Closed",15000,0.000712062135593827
"Linear","sigma","Closed",30000,0.00653920409418548
"Linear","sigma","Closed",150,0.122765331835345
"Linear","sigma","Closed",1500,0.0155174228085608
"Linear","sigma","Closed",4500,0.00549744808949167
"Linear","sigma","Closed",15000,0.00157425881953869
"Linear","sigma","Closed",30000,0.00138025552258188
"Linear","sigma","Closed",150,0.0174031591616519
"Linear","sigma","Closed",1500,0.00472259586185445
"Linear","sigma","Closed",4500,0.0145323079488681
"Linear","sigma","Closed",15000,0.00386337354175093
"Linear","sigma","Closed",30000,0.00740563593837969
"Linear","sigma","Closed",150,0.0572938723022106
"Linear","sigma","Closed",1500,0.0160593185945821
"Linear","sigma","Closed",4500,0.00404950249276226
"Linear","sigma","Closed",15000,0.00202514484873147
"Linear","sigma","Closed",30000,0.00170169392463448
"Linear","sigma","Closed",150,0.105740315291663
"Linear","sigma","Closed",1500,0.0266336751439183
"Linear","sigma","Closed",4500,0.0249454767893514
"Linear","sigma","Closed",15000,0.00313471422207168
"Linear","sigma","Closed",30000,0.000391988441569106
"Linear","sigma","Closed",150,0.0468191407169266
"Linear","sigma","Closed",1500,0.022601301236889
"Linear","sigma","Closed",4500,250.166496166966
"Linear","sigma","Closed",15000,0.00433921361120138
"Linear","sigma","Closed",30000,634.854004766027
"Linear","sigma","Closed",150,0.0375836411953232
"Linear","sigma","Closed",1500,0.0109766332473279
"Linear","sigma","Closed",4500,0.0115900300385458
"Linear","sigma","Closed",15000,0.0146292825198043
"Linear","sigma","Closed",30000,0.00245946410081262
"Linear","sigma","Closed",150,0.0130592930748994
"Linear","sigma","Closed",1500,0.0283110993696554
"Linear","sigma","Closed",4500,0.00806268247476298
"Linear","sigma","Closed",15000,0.000627443535257307
"Linear","sigma","Closed",30000,0.00312795868981752
"Linear","sigma","Closed",150,0.0388609420081036
"Linear","sigma","Closed",1500,0.0181538689896268
"Linear","sigma","Closed",4500,0.00946559027200274
"Linear","sigma","Closed",15000,0.00225749349121636
"Linear","sigma","Closed",30000,0.00569098928679938
"Linear","sigma","Closed",150,0.0748508194047735
"Linear","sigma","Closed",1500,0.00946112354957951
"Linear","sigma","Closed",4500,0.00462019048149261
"Linear","sigma","Closed",15000,0.00537399530416446
"Linear","sigma","Closed",30000,0.00296578419986093
"Linear","sigma","Numeric",150,0.021319564731768
"Linear","sigma","Numeric",1500,0.00648541547726774
"Linear","sigma","Numeric",4500,0.013083968739942
"Linear","sigma","Numeric",15000,0.00393210775679165
"Linear","sigma","Numeric",30000,0.00357701353616402
"Linear","sigma","Numeric",150,0.0324923254246891
"Linear","sigma","Numeric",1500,0.0049498316089569
"Linear","sigma","Numeric",4500,0.0168030051488394
"Linear","sigma","Numeric",15000,0.019538040034951
"Linear","sigma","Numeric",30000,0.00830798816625122
"Linear","sigma","Numeric",150,0.0651336681962902
"Linear","sigma","Numeric",1500,0.00604337153032467
"Linear","sigma","Numeric",4500,0.00432661309043736
"Linear","sigma","Numeric",15000,0.00458755539344491
"Linear","sigma","Numeric",30000,0.00528646156111331
"Linear","sigma","Numeric",150,0.0121312110810442
"Linear","sigma","Numeric",1500,0.0021350304515975
"Linear","sigma","Numeric",4500,0.000957376027519441
"Linear","sigma","Numeric",15000,0.00485341973984421
"Linear","sigma","Numeric",30000,0.00193423440196942
"Linear","sigma","Numeric",150,0.144831293476052
"Linear","sigma","Numeric",1500,0.017811408879541
"Linear","sigma","Numeric",4500,0.00670625333405284
"Linear","sigma","Numeric",15000,0.011150725816572
"Linear","sigma","Numeric",30000,0.00148919852002864
"Linear","sigma","Numeric",150,0.0741555520973836
"Linear","sigma","Numeric",1500,0.0386577772725259
"Linear","sigma","Numeric",4500,0.0213269363190906
"Linear","sigma","Numeric",15000,0.00157117545776186
"Linear","sigma","Numeric",30000,0.00303411619397749
"Linear","sigma","Numeric",150,0.0200132326124935
"Linear","sigma","Numeric",1500,0.0465317035459621
"Linear","sigma","Numeric",4500,0.0118730619578751
"Linear","sigma","Numeric",15000,0.00734089555501342
"Linear","sigma","Numeric",30000,0.00991976680012367
"Linear","sigma","Numeric",150,0.0270965184100652
"Linear","sigma","Numeric",1500,0.00243354533334313
"Linear","sigma","Numeric",4500,0.00202100036235072
"Linear","sigma","Numeric",15000,0.00777439126498303
"Linear","sigma","Numeric",30000,0.00705633096020323
"Linear","sigma","Numeric",150,0.126681398852477
"Linear","sigma","Numeric",1500,0.00761928508292005
"Linear","sigma","Numeric",4500,0.00253741035976215
"Linear","sigma","Numeric",15000,0.00625178372407461
"Linear","sigma","Numeric",30000,0.00162551940726989
"Linear","sigma","Numeric",150,0.0226774670017595
"Linear","sigma","Numeric",1500,0.00349086133229981
"Linear","sigma","Numeric",4500,0.0227337681307645
"Linear","sigma","Numeric",15000,0.0012467928466912
"Linear","sigma","Numeric",30000,0.00311644011151931
"Linear","sigma","Numeric",150,0.0304516324336627
"Linear","sigma","Numeric",1500,0.00511580840607021
"Linear","sigma","Numeric",4500,0.0233808949283365
"Linear","sigma","Numeric",15000,0.00166353406794347
"Linear","sigma","Numeric",30000,0.00611948311684207
"Linear","sigma","Numeric",150,0.0238721139246101
"Linear","sigma","Numeric",1500,0.0114997142048889
"Linear","sigma","Numeric",4500,0.00343117336825553
"Linear","sigma","Numeric",15000,0.00211601686371761
"Linear","sigma","Numeric",30000,0.000409871842282361
"Linear","sigma","Numeric",150,0.0408097383099158
"Linear","sigma","Numeric",1500,0.0022041873970069
"Linear","sigma","Numeric",4500,0.000931235822676328
"Linear","sigma","Numeric",15000,0.00569043989617268
"Linear","sigma","Numeric",30000,0.00876804069089077
"Linear","sigma","Numeric",150,0.110710383526805
"Linear","sigma","Numeric",1500,0.0238487932364969
"Linear","sigma","Numeric",4500,0.00136842203039111
"Linear","sigma","Numeric",15000,0.00584102770147976
"Linear","sigma","Numeric",30000,0.000962375128810515
"Linear","sigma","Numeric",150,0.0761902492472164
"Linear","sigma","Numeric",1500,0.00387923949898376
"Linear","sigma","Numeric",4500,0.00121629405589056
"Linear","sigma","Numeric",15000,0.00635773930074616
"Linear","sigma","Numeric",30000,0.00299208144725153
"Linear","sigma","Numeric",150,0.0538828275832533
"Linear","sigma","Numeric",1500,0.0402815349328835
"Linear","sigma","Numeric",4500,0.00671118196675313
"Linear","sigma","Numeric",15000,0.00251014204583252
"Linear","sigma","Numeric",30000,0.00993769550689453
"Linear","sigma","Numeric",150,0.0595847480981708
"Linear","sigma","Numeric",1500,0.0232311333334575
"Linear","sigma","Numeric",4500,0.00466004411339667
"Linear","sigma","Numeric",15000,0.00328626971184132
"Linear","sigma","Numeric",30000,0.00522291635518553
"Linear","sigma","Numeric",150,0.000384916053423057
"Linear","sigma","Numeric",1500,0.0151895239765008
"Linear","sigma","Numeric",4500,0.00786559179054532
"Linear","sigma","Numeric",15000,0.00294232313623188
"Linear","sigma","Numeric",30000,0.00190900719235905
"Linear","sigma","Numeric",150,0.0704739844795427
"Linear","sigma","Numeric",1500,0.0100314881586285
"Linear","sigma","Numeric",4500,0.00104544544131613
"Linear","sigma","Numeric",15000,0.00303895111621044
"Linear","sigma","Numeric",30000,0.00786035168675074
"Linear","sigma","Numeric",150,0.020981945915813
"Linear","sigma","Numeric",1500,0.0268370361454995
"Linear","sigma","Numeric",4500,0.0117329765713318
"Linear","sigma","Numeric",15000,0.00128260558151331
"Linear","sigma","Numeric",30000,0.00278019610621461
"Linear","sigma","Numeric",150,0.0904906871965674
"Linear","sigma","Numeric",1500,0.00623619106456956
"Linear","sigma","Numeric",4500,0.000455642470146289
"Linear","sigma","Numeric",15000,0.000696576819921302
"Linear","sigma","Numeric",30000,0.00131428684977508
"Linear","sigma","Numeric",150,0.041949957833652
"Linear","sigma","Numeric",1500,0.0164002947156677
"Linear","sigma","Numeric",4500,0.00297914527811971
"Linear","sigma","Numeric",15000,0.00785797146808746
"Linear","sigma","Numeric",30000,0.00244685154505338
"Linear","sigma","Numeric",150,0.0282386306884541
"Linear","sigma","Numeric",1500,0.0148051001043122
"Linear","sigma","Numeric",4500,0.00536833622394854
"Linear","sigma","Numeric",15000,0.00851651312259782
"Linear","sigma","Numeric",30000,0.00509937922857658
"Linear","sigma","Numeric",150,0.0460419498789174
"Linear","sigma","Numeric",1500,0.00625780011804226
"Linear","sigma","Numeric",4500,0.00319133861018154
"Linear","sigma","Numeric",15000,0.00117531146745046
"Linear","sigma","Numeric",30000,0.000162249375798192
"Linear","sigma","Numeric",150,0.014911154704492
"Linear","sigma","Numeric",1500,0.000394424212818064
"Linear","sigma","Numeric",4500,0.00523444938139994
"Linear","sigma","Numeric",15000,0.00835292924485975
"Linear","sigma","Numeric",30000,0.0047999403363345
"Linear","sigma","Numeric",150,0.0298976023593047
"Linear","sigma","Numeric",1500,0.0254135151988997
"Linear","sigma","Numeric",4500,0.0288240134130282
"Linear","sigma","Numeric",15000,0.00464390250897617
"Linear","sigma","Numeric",30000,0.000212568802749336
"Linear","sigma","Numeric",150,0.00421734446555263
"Linear","sigma","Numeric",1500,0.00569185642695702
"Linear","sigma","Numeric",4500,0.0002871309252378
"Linear","sigma","Numeric",15000,0.00366625639334225
"Linear","sigma","Numeric",30000,0.00163583620442183
"Linear","sigma","Numeric",150,0.02042106186856
"Linear","sigma","Numeric",1500,0.00584841038731835
"Linear","sigma","Numeric",4500,0.0057495003059412
"Linear","sigma","Numeric",15000,0.00536129548462068
"Linear","sigma","Numeric",30000,0.00258412007810867
"Linear","sigma","Numeric",150,0.037097748412333
"Linear","sigma","Numeric",1500,0.0228512909347661
"Linear","sigma","Numeric",4500,0.0165127203519153
"Linear","sigma","Numeric",15000,0.000663626188767696
"Linear","sigma","Numeric",30000,0.00287734205335529
"Linear","sigma","Numeric",150,0.0195489409725511
"Linear","sigma","Numeric",1500,0.0210709791124245
"Linear","sigma","Numeric",4500,0.0166042566866875
"Linear","sigma","Numeric",15000,0.000703396672622203
"Linear","sigma","Numeric",30000,0.00119300897392538
"Linear","sigma","Numeric",150,0.0639747325385365
"Linear","sigma","Numeric",1500,0.000333243771915015
"Linear","sigma","Numeric",4500,0.00441651935372582
"Linear","sigma","Numeric",15000,0.00159153127134123
"Linear","sigma","Numeric",30000,0.000282599433826802
"Linear","sigma","Numeric",150,0.114634394167465
"Linear","sigma","Numeric",1500,0.0106389216395886
"Linear","sigma","Numeric",4500,0.00907444246765958
"Linear","sigma","Numeric",15000,4.02161190863707e-05
"Linear","sigma","Numeric",30000,0.00337255321512335
"Linear","sigma","Numeric",150,0.0476854465481989
"Linear","sigma","Numeric",1500,0.0367214765647309
"Linear","sigma","Numeric",4500,0.0139534171772193
"Linear","sigma","Numeric",15000,0.0118304676970279
"Linear","sigma","Numeric",30000,0.00264278306345437
"Linear","sigma","Numeric",150,0.0473477726441916
"Linear","sigma","Numeric",1500,0.00282333900856506
"Linear","sigma","Numeric",4500,0.00399220499944434
"Linear","sigma","Numeric",15000,0.00932614222040995
"Linear","sigma","Numeric",30000,0.00175882050591714
"Linear","sigma","Numeric",150,0.0552726528499359
"Linear","sigma","Numeric",1500,0.019917396138743
"Linear","sigma","Numeric",4500,0.0136929761567497
"Linear","sigma","Numeric",15000,0.00273179475578089
"Linear","sigma","Numeric",30000,0.0092625413648482
"Linear","sigma","Numeric",150,0.0186322185344249
"Linear","sigma","Numeric",1500,0.0218325384005848
"Linear","sigma","Numeric",4500,0.00757347361867777
"Linear","sigma","Numeric",15000,0.00373100441755351
"Linear","sigma","Numeric",30000,0.000711520867656135
"Linear","sigma","Numeric",150,0.0434473333833607
"Linear","sigma","Numeric",1500,0.0103216546117283
"Linear","sigma","Numeric",4500,0.0181344716124406
"Linear","sigma","Numeric",15000,0.00751848956418333
"Linear","sigma","Numeric",30000,9.86317770531227e-05
"Linear","sigma","Numeric",150,0.0275256099117847
"Linear","sigma","Numeric",1500,0.0292223995045321
"Linear","sigma","Numeric",4500,0.00473701633812292
"Linear","sigma","Numeric",15000,0.0100447518447396
"Linear","sigma","Numeric",30000,0.00121785493641113
"Linear","sigma","Numeric",150,0.0296903787259698
"Linear","sigma","Numeric",1500,0.025307659500111
"Linear","sigma","Numeric",4500,0.00626384561014733
"Linear","sigma","Numeric",15000,0.00704693915763148
"Linear","sigma","Numeric",30000,0.00415133965870692
"Linear","sigma","Numeric",150,0.0032883832227254
"Linear","sigma","Numeric",1500,0.0199109144811664
"Linear","sigma","Numeric",4500,0.007232535034703
"Linear","sigma","Numeric",15000,0.00392032922796974
"Linear","sigma","Numeric",30000,0.00227346358758744
"Linear","sigma","Numeric",150,0.023735253092824
"Linear","sigma","Numeric",1500,0.046005159101663
"Linear","sigma","Numeric",4500,0.0180218497376341
"Linear","sigma","Numeric",15000,0.000227198910712767
"Linear","sigma","Numeric",30000,0.00638320865851546
"Linear","sigma","Numeric",150,0.122786894364067
"Linear","sigma","Numeric",1500,0.0156484775137568
"Linear","sigma","Numeric",4500,0.00552289660551949
"Linear","sigma","Numeric",15000,0.00147750776906116
"Linear","sigma","Numeric",30000,0.00117161467259671
"Linear","sigma","Numeric",150,0.0174340545092533
"Linear","sigma","Numeric",1500,0.00472268790468059
"Linear","sigma","Numeric",4500,0.0143470892247732
"Linear","sigma","Numeric",15000,0.00374106055213134
"Linear","sigma","Numeric",30000,0.00751795534260358
"Linear","sigma","Numeric",150,0.057304460066042
"Linear","sigma","Numeric",1500,0.0160500539371574
"Linear","sigma","Numeric",4500,0.00396437857751934
"Linear","sigma","Numeric",15000,0.00158331408736279
"Linear","sigma","Numeric",30000,0.00168304086921349
"Linear","sigma","Numeric",150,0.105727453362153
"Linear","sigma","Numeric",1500,0.0266483658472981
"Linear","sigma","Numeric",4500,0.0247894038818558
"Linear","sigma","Numeric",15000,0.00293206930555974
"Linear","sigma","Numeric",30000,0.000264895755648179
"Linear","sigma","Numeric",150,0.0467880316272841
"Linear","sigma","Numeric",1500,0.0226773057330709
"Linear","sigma","Numeric",4500,0.0027883280902045
"Linear","sigma","Numeric",15000,0.00485811033545354
"Linear","sigma","Numeric",30000,0.00125627151550178
"Linear","sigma","Numeric",150,0.0374430940726395
"Linear","sigma","Numeric",1500,0.0110329756931743
"Linear","sigma","Numeric",4500,0.0111992727735769
"Linear","sigma","Numeric",15000,0.0145573903604094
"Linear","sigma","Numeric",30000,0.00267968945373824
"Linear","sigma","Numeric",150,0.0127952618507051
"Linear","sigma","Numeric",1500,0.0282878182620048
"Linear","sigma","Numeric",4500,0.00782793882518192
"Linear","sigma","Numeric",15000,0.000614418134065782
"Linear","sigma","Numeric",30000,0.00325213128647991
"Linear","sigma","Numeric",150,0.0392492369368932
"Linear","sigma","Numeric",1500,0.0180960744391075
"Linear","sigma","Numeric",4500,0.00959152493824333
"Linear","sigma","Numeric",15000,0.00233685319229423
"Linear","sigma","Numeric",30000,0.00567940663050881
"Linear","sigma","Numeric",150,0.0748801105459287
"Linear","sigma","Numeric",1500,0.00948750951695702
"Linear","sigma","Numeric",4500,0.00446064265375634
"Linear","sigma","Numeric",15000,0.00524218494077836
"Linear","sigma","Numeric",30000,0.00293951206092676
