"Model","Parameter","Type","N","ARE"
"F-diffusion","sigma","Closed",15000,0.00494428733280927
"F-diffusion","sigma","Closed",30000,0.00184913604581449
"F-diffusion","sigma","Closed",150,0.142458271347746
"F-diffusion","sigma","Closed",1500,0.0181164001742943
"F-diffusion","sigma","Closed",4500,0.00661743768917311
"F-diffusion","sigma","Closed",15000,0.0116620580921891
"F-diffusion","sigma","Closed",30000,0.00186154145527454
"F-diffusion","sigma","Closed",150,0.0747458212241233
"F-diffusion","sigma","Closed",1500,0.0330960615128867
"F-diffusion","sigma","Closed",4500,0.0214481430153333
"F-diffusion","sigma","Closed",15000,0.00186704194943044
"F-diffusion","sigma","Closed",30000,0.00311825291904451
"F-diffusion","sigma","Closed",150,0.0212819133133763
"F-diffusion","sigma","Closed",1500,0.0456329841295774
"F-diffusion","sigma","Closed",4500,0.0118944148045367
"F-diffusion","sigma","Closed",15000,0.00717734645370246
"F-diffusion","sigma","Closed",30000,0.00989992769135547
"F-diffusion","sigma","Closed",150,0.0269121074087024
"F-diffusion","sigma","Closed",1500,0.00228707479408656
"F-diffusion","sigma","Closed",4500,0.00182533691425235
"F-diffusion","sigma","Closed",15000,0.00371412824178315
"F-diffusion","sigma","Closed",30000,0.00713430355364641
"F-diffusion","sigma","Closed",150,0.123286564616187
"F-diffusion","sigma","Closed",1500,0.00765753323818841
"F-diffusion","sigma","Closed",4500,0.297580580988104
"F-diffusion","sigma","Closed",15000,0.0831658292009779
"F-diffusion","sigma","Closed",30000,0.00154216160758077
"F-diffusion","sigma","Closed",150,0.023584607667231
"F-diffusion","sigma","Closed",1500,0.0022493729864483
"F-diffusion","sigma","Closed",4500,0.022513708492539
"F-diffusion","sigma","Closed",15000,0.00136185436509173
"F-diffusion","sigma","Closed",30000,0.00362808947582449
"F-diffusion","sigma","Closed",150,0.0330029237358328
"F-diffusion","sigma","Closed",1500,0.00550192667190215
"F-diffusion","sigma","Closed",4500,0.0233159069073646
"F-diffusion","sigma","Closed",15000,0.00173228651960085
"F-diffusion","sigma","Closed",30000,0.00590652436888365
"F-diffusion","sigma","Closed",150,0.0231360951833095
"F-diffusion","sigma","Closed",1500,0.0115434559174032
"F-diffusion","sigma","Closed",4500,0.00143253936518669
"F-diffusion","sigma","Closed",15000,0.00175620807730148
"F-diffusion","sigma","Closed",30000,0.000497793459644513
"F-diffusion","sigma","Closed",150,0.0395082000739409
"F-diffusion","sigma","Closed",1500,0.00218480630309807
"F-diffusion","sigma","Closed",4500,0.000824330929224589
"F-diffusion","sigma","Closed",15000,0.00520039821410634
"F-diffusion","sigma","Closed",30000,0.00858873468159308
"F-diffusion","sigma","Closed",150,0.111870735353584
"F-diffusion","sigma","Closed",1500,0.0239103349029067
"F-diffusion","sigma","Closed",4500,0.00134804013016095
"F-diffusion","sigma","Closed",15000,0.00632930063442653
"F-diffusion","sigma","Closed",30000,0.000707267565903114
"F-diffusion","sigma","Closed",150,0.0744519162768011
"F-diffusion","sigma","Closed",1500,0.00331820808290417
"F-diffusion","sigma","Closed",4500,0.00130755185333324
"F-diffusion","sigma","Closed",15000,0.00610608470767382
"F-diffusion","sigma","Closed",30000,0.00268800962299587
"F-diffusion","sigma","Closed",150,0.0511398845963788
"F-diffusion","sigma","Closed",1500,0.0404600503950873
"F-diffusion","sigma","Closed",4500,0.00657597975761278
"F-diffusion","sigma","Closed",15000,0.00247753669930943
"F-diffusion","sigma","Closed",30000,0.0101804663950711
"F-diffusion","sigma","Closed",150,0.0585208543326079
"F-diffusion","sigma","Closed",1500,0.0226392210383961
"F-diffusion","sigma","Closed",4500,0.004696493696519
"F-diffusion","sigma","Closed",15000,0.00331080329491011
"F-diffusion","sigma","Closed",30000,0.00522586478258943
"F-diffusion","sigma","Closed",150,0.00384314219305237
"F-diffusion","sigma","Closed",1500,0.0154412421585792
"F-diffusion","sigma","Closed",4500,0.00801876252207937
"F-diffusion","sigma","Closed",15000,0.00340684610161605
"F-diffusion","sigma","Closed",30000,0.00204338638916298
"F-diffusion","sigma","Closed",150,0.07029358057144
"F-diffusion","sigma","Closed",1500,0.0102708195262311
"F-diffusion","sigma","Closed",4500,0.00108227781047447
"F-diffusion","sigma","Closed",15000,0.0029490820200595
"F-diffusion","sigma","Closed",30000,0.00770461138872562
"F-diffusion","sigma","Closed",150,0.0177326641362915
"F-diffusion","sigma","Closed",1500,0.0267998162032633
"F-diffusion","sigma","Closed",4500,0.00940644474653899
"F-diffusion","sigma","Closed",15000,0.00215618466528881
"F-diffusion","sigma","Closed",30000,0.0026300213953386
"F-diffusion","sigma","Closed",150,0.08957627510619
"F-diffusion","sigma","Closed",1500,0.00643117326257806
"F-diffusion","sigma","Closed",4500,0.00194916673330362
"F-diffusion","sigma","Closed",15000,0.000294226186679699
"F-diffusion","sigma","Closed",30000,0.00151865466936
"F-diffusion","sigma","Closed",150,0.0385975453613998
"F-diffusion","sigma","Closed",1500,0.0162075833432464
"F-diffusion","sigma","Closed",4500,0.00309427766129781
"F-diffusion","sigma","Closed",15000,0.00764819215708442
"F-diffusion","sigma","Closed",30000,0.00252495443307281
"F-diffusion","sigma","Closed",150,0.0330353847768046
"F-diffusion","sigma","Closed",1500,0.0146394922544021
"F-diffusion","sigma","Closed",4500,0.00545066903729093
"F-diffusion","sigma","Closed",15000,0.00886115516142131
"F-diffusion","sigma","Closed",30000,0.00496862589168904
"F-diffusion","sigma","Closed",150,0.0439037004803994
"F-diffusion","sigma","Closed",1500,0.00634243373121642
"F-diffusion","sigma","Closed",4500,0.00306959087080746
"F-diffusion","sigma","Closed",15000,0.00158160529961445
"F-diffusion","sigma","Closed",30000,0.0180001500681015
"F-diffusion","sigma","Closed",150,0.0157614743621567
"F-diffusion","sigma","Closed",1500,0.000115093756945332
"F-diffusion","sigma","Closed",4500,0.00533674240509041
"F-diffusion","sigma","Closed",15000,0.00762660814591439
"F-diffusion","sigma","Closed",30000,0.00447220930362535
"F-diffusion","sigma","Closed",150,0.0310774260774482
"F-diffusion","sigma","Closed",1500,0.0255408175526028
"F-diffusion","sigma","Closed",4500,0.0288085831485165
"F-diffusion","sigma","Closed",15000,0.00512602012936273
"F-diffusion","sigma","Closed",30000,0.0105257241162334
"F-diffusion","sigma","Closed",150,0.000472603306330514
"F-diffusion","sigma","Closed",1500,0.00569248559991871
"F-diffusion","sigma","Closed",4500,0.000268134710323387
"F-diffusion","sigma","Closed",15000,0.00394825099886846
"F-diffusion","sigma","Closed",30000,0.0016515457389199
"F-diffusion","sigma","Closed",150,0.0229599162813587
"F-diffusion","sigma","Closed",1500,0.00555819722967717
"F-diffusion","sigma","Closed",4500,0.00570959453895829
"F-diffusion","sigma","Closed",15000,0.00514785904660531
"F-diffusion","sigma","Closed",30000,0.00247476865791296
"F-diffusion","sigma","Closed",150,0.0361226906548264
"F-diffusion","sigma","Closed",1500,0.022753160000954
"F-diffusion","sigma","Closed",4500,0.0177946287781637
"F-diffusion","sigma","Closed",15000,0.000609433343612594
"F-diffusion","sigma","Closed",30000,0.00281390442864774
"F-diffusion","sigma","Closed",150,0.0171342358342932
"F-diffusion","sigma","Closed",1500,0.0212823346262949
"F-diffusion","sigma","Closed",4500,0.0165532640850086
"F-diffusion","sigma","Closed",15000,0.00064787080710597
"F-diffusion","sigma","Closed",30000,0.00103710818706748
"F-diffusion","sigma","Closed",150,0.0617964616993955
"F-diffusion","sigma","Closed",1500,0.000133393943522557
"F-diffusion","sigma","Closed",4500,0.00456708795530318
"F-diffusion","sigma","Closed",15000,0.00138543977681242
"F-diffusion","sigma","Closed",30000,0.000416537900381949
"F-diffusion","sigma","Closed",150,0.117263648799716
"F-diffusion","sigma","Closed",1500,0.0110149056432574
"F-diffusion","sigma","Closed",4500,0.00877974239072173
"F-diffusion","sigma","Closed",15000,0.000115086594411618
"F-diffusion","sigma","Closed",30000,0.0036653022629309
"F-diffusion","sigma","Closed",150,0.0464930077295622
"F-diffusion","sigma","Closed",1500,0.0365780825172616
"F-diffusion","sigma","Closed",4500,0.0142293288142555
"F-diffusion","sigma","Closed",15000,0.0111924782059776
"F-diffusion","sigma","Closed",30000,0.00271095531924318
"F-diffusion","sigma","Closed",150,0.0434330691310549
"F-diffusion","sigma","Closed",1500,0.00306059723831427
"F-diffusion","sigma","Closed",4500,0.00392095453076798
"F-diffusion","sigma","Closed",15000,0.0091701220700724
"F-diffusion","sigma","Closed",30000,0.00160348631917495
"F-diffusion","sigma","Closed",150,0.0570607928314495
"F-diffusion","sigma","Closed",1500,0.0201292110039941
"F-diffusion","sigma","Closed",4500,0.0190261525895639
"F-diffusion","sigma","Closed",15000,0.00246426601889838
"F-diffusion","sigma","Closed",30000,0.00928038989909286
"F-diffusion","sigma","Closed",150,0.0210365837023839
"F-diffusion","sigma","Closed",1500,0.0218832913811566
"F-diffusion","sigma","Closed",4500,0.00757171874777992
"F-diffusion","sigma","Closed",15000,0.00431802806175774
"F-diffusion","sigma","Closed",30000,0.000768306945529244
"F-diffusion","sigma","Closed",150,0.0419243415591701
"F-diffusion","sigma","Closed",1500,0.0104092624433629
"F-diffusion","sigma","Closed",4500,0.0181251986250192
"F-diffusion","sigma","Closed",15000,0.00807726875731348
"F-diffusion","sigma","Closed",30000,0.000323106348368666
"F-diffusion","sigma","Closed",150,0.0283147742533687
"F-diffusion","sigma","Closed",1500,0.0290547136761491
"F-diffusion","sigma","Closed",4500,0.00544536929429851
"F-diffusion","sigma","Closed",15000,0.00945790653118931
"F-diffusion","sigma","Closed",30000,0.00145339590100046
"F-diffusion","sigma","Closed",150,0.0320283649294671
"F-diffusion","sigma","Closed",1500,0.0250845081028892
"F-diffusion","sigma","Closed",4500,0.00647464518453322
"F-diffusion","sigma","Closed",15000,0.00760637086942591
"F-diffusion","sigma","Closed",30000,0.00413142168924278
"F-diffusion","sigma","Closed",150,0.00341723213746999
"F-diffusion","sigma","Closed",1500,0.0201275475054811
"F-diffusion","sigma","Closed",4500,0.00741763236148644
"F-diffusion","sigma","Closed",15000,0.00452536031057974
"F-diffusion","sigma","Closed",30000,0.00209554827601821
"F-diffusion","sigma","Closed",150,0.0252271834554132
"F-diffusion","sigma","Closed",1500,0.0458973832563677
"F-diffusion","sigma","Closed",4500,0.0182381501700916
"F-diffusion","sigma","Closed",15000,0.000106556401886134
"F-diffusion","sigma","Closed",30000,0.00652000613762601
"F-diffusion","sigma","Closed",150,0.121843684075406
"F-diffusion","sigma","Closed",1500,0.0152804708579411
"F-diffusion","sigma","Closed",4500,0.00393885605549889
"F-diffusion","sigma","Closed",15000,0.00110522606130333
"F-diffusion","sigma","Closed",30000,0.00141449835591112
"F-diffusion","sigma","Closed",150,0.0183541653074722
"F-diffusion","sigma","Closed",1500,0.0046678131644066
"F-diffusion","sigma","Closed",4500,0.0145004697155741
"F-diffusion","sigma","Closed",15000,0.00387189239411242
"F-diffusion","sigma","Closed",30000,0.00735662583523996
"F-diffusion","sigma","Closed",150,0.0545305997817774
"F-diffusion","sigma","Closed",1500,0.0160670463421797
"F-diffusion","sigma","Closed",4500,0.00393459805392534
"F-diffusion","sigma","Closed",15000,0.00197945967607545
"F-diffusion","sigma","Closed",30000,0.00167708360026442
"F-diffusion","sigma","Closed",150,0.105923290818804
"F-diffusion","sigma","Closed",1500,0.0264261796498468
"F-diffusion","sigma","Closed",4500,0.0249065366122135
"F-diffusion","sigma","Closed",15000,0.00282245502834122
"F-diffusion","sigma","Closed",30000,0.000383377760440988
"F-diffusion","sigma","Closed",150,0.0455300609322112
"F-diffusion","sigma","Closed",1500,0.0227551663334132
"F-diffusion","sigma","Closed",4500,0.00286262861668311
"F-diffusion","sigma","Closed",15000,0.00502229415844898
"F-diffusion","sigma","Closed",30000,0.00138235413650563
"F-diffusion","sigma","Closed",150,0.0359023098899865
"F-diffusion","sigma","Closed",1500,0.0109445155466292
"F-diffusion","sigma","Closed",4500,0.0115243040105138
"F-diffusion","sigma","Closed",15000,0.0146077632146533
"F-diffusion","sigma","Closed",30000,0.00244416142798798
"F-diffusion","sigma","Closed",150,0.0143912116957484
"F-diffusion","sigma","Closed",1500,0.0282074834469037
"F-diffusion","sigma","Closed",4500,0.00790445897039786
"F-diffusion","sigma","Closed",15000,0.000726636625859774
"F-diffusion","sigma","Closed",30000,0.00305335548995866
"F-diffusion","sigma","Closed",150,0.0360317923715259
"F-diffusion","sigma","Closed",1500,0.0181965535145547
"F-diffusion","sigma","Closed",4500,0.0128898746061453
"F-diffusion","sigma","Closed",15000,0.00224725465708435
"F-diffusion","sigma","Closed",30000,0.00567455349982908
"F-diffusion","sigma","Closed",150,0.0740636643057842
"F-diffusion","sigma","Closed",1500,0.00952554831204933
"F-diffusion","sigma","Closed",4500,0.00438264383606483
"F-diffusion","sigma","Closed",15000,0.00528229112957283
"F-diffusion","sigma","Closed",30000,0.00316257930780384
"F-diffusion","sigma","Numeric",150,0.0230357162780037
"F-diffusion","sigma","Numeric",1500,0.0068072237141655
"F-diffusion","sigma","Numeric",4500,0.0127919143257712
"F-diffusion","sigma","Numeric",15000,0.00391780174245219
"F-diffusion","sigma","Numeric",30000,0.00356876546519336
"F-diffusion","sigma","Numeric",150,0.0342481171171148
"F-diffusion","sigma","Numeric",1500,0.0053513873630658
"F-diffusion","sigma","Numeric",4500,0.0169642504158864
"F-diffusion","sigma","Numeric",15000,0.0195427218079978
"F-diffusion","sigma","Numeric",30000,0.00830579646980634
"F-diffusion","sigma","Numeric",150,0.0654062561320114
"F-diffusion","sigma","Numeric",1500,0.00595289757446401
"F-diffusion","sigma","Numeric",4500,0.00435752065385172
"F-diffusion","sigma","Numeric",15000,0.00452569038623433
"F-diffusion","sigma","Numeric",30000,0.00527535293364227
"F-diffusion","sigma","Numeric",150,0.0116597443411685
"F-diffusion","sigma","Numeric",1500,0.00202939006885339
"F-diffusion","sigma","Numeric",4500,0.000381315970168402
"F-diffusion","sigma","Numeric",15000,0.00480274614540847
"F-diffusion","sigma","Numeric",30000,0.00195512474387501
"F-diffusion","sigma","Numeric",150,0.142377036000393
"F-diffusion","sigma","Numeric",1500,0.0183013860366058
"F-diffusion","sigma","Numeric",4500,0.00682177314190791
"F-diffusion","sigma","Numeric",15000,0.0111070996137395
"F-diffusion","sigma","Numeric",30000,0.00151204066733857
"F-diffusion","sigma","Numeric",150,0.0747265335757369
"F-diffusion","sigma","Numeric",1500,0.0389086386912942
"F-diffusion","sigma","Numeric",4500,0.0212446406763828
"F-diffusion","sigma","Numeric",15000,0.00138953886122691
"F-diffusion","sigma","Numeric",30000,0.00301827684508649
"F-diffusion","sigma","Numeric",150,0.0214408227625912
"F-diffusion","sigma","Numeric",1500,0.0456557280319205
"F-diffusion","sigma","Numeric",4500,0.0125032194314193
"F-diffusion","sigma","Numeric",15000,0.00726788684433118
"F-diffusion","sigma","Numeric",30000,0.00985764953118473
"F-diffusion","sigma","Numeric",150,0.0269026945274644
"F-diffusion","sigma","Numeric",1500,0.0022663779078641
"F-diffusion","sigma","Numeric",4500,0.00176842362018611
"F-diffusion","sigma","Numeric",15000,0.00776663110372833
"F-diffusion","sigma","Numeric",30000,0.00703398500590776
"F-diffusion","sigma","Numeric",150,0.123254820959483
"F-diffusion","sigma","Numeric",1500,0.00767214002329856
"F-diffusion","sigma","Numeric",4500,0.00286083078776718
"F-diffusion","sigma","Numeric",15000,0.00628313794735232
"F-diffusion","sigma","Numeric",30000,0.00159110034268032
"F-diffusion","sigma","Numeric",150,0.0235475941923437
"F-diffusion","sigma","Numeric",1500,0.00219833290081721
"F-diffusion","sigma","Numeric",4500,0.0225242153914892
"F-diffusion","sigma","Numeric",15000,0.00127461168850299
"F-diffusion","sigma","Numeric",30000,0.00343686311581178
"F-diffusion","sigma","Numeric",150,0.0329587405636942
"F-diffusion","sigma","Numeric",1500,0.00549906180197753
"F-diffusion","sigma","Numeric",4500,0.0233034735803868
"F-diffusion","sigma","Numeric",15000,0.00148244991529212
"F-diffusion","sigma","Numeric",30000,0.00608656809866085
"F-diffusion","sigma","Numeric",150,0.0234010432558331
"F-diffusion","sigma","Numeric",1500,0.011511755993374
"F-diffusion","sigma","Numeric",4500,0.00275134788260023
"F-diffusion","sigma","Numeric",15000,0.00223369153435774
"F-diffusion","sigma","Numeric",30000,0.000427251451941927
"F-diffusion","sigma","Numeric",150,0.0394825462831148
"F-diffusion","sigma","Numeric",1500,0.0021532457273162
"F-diffusion","sigma","Numeric",4500,0.000919845388783758
"F-diffusion","sigma","Numeric",15000,0.00559212632735784
"F-diffusion","sigma","Numeric",30000,0.00873996704580752
"F-diffusion","sigma","Numeric",150,0.111770727203094
"F-diffusion","sigma","Numeric",1500,0.0238621783136889
"F-diffusion","sigma","Numeric",4500,0.0011902543973367
"F-diffusion","sigma","Numeric",15000,0.0059053417516323
"F-diffusion","sigma","Numeric",30000,0.000945747748998619
"F-diffusion","sigma","Numeric",150,0.074580628924815
"F-diffusion","sigma","Numeric",1500,0.00332065888064411
"F-diffusion","sigma","Numeric",4500,0.00137222136316858
"F-diffusion","sigma","Numeric",15000,0.00640643746829669
"F-diffusion","sigma","Numeric",30000,0.00294695589625212
"F-diffusion","sigma","Numeric",150,0.0511662960420502
"F-diffusion","sigma","Numeric",1500,0.0403128075476785
"F-diffusion","sigma","Numeric",4500,0.0067892220596553
"F-diffusion","sigma","Numeric",15000,0.0025873740970539
"F-diffusion","sigma","Numeric",30000,0.00999112133093505
"F-diffusion","sigma","Numeric",150,0.0585200165187731
"F-diffusion","sigma","Numeric",1500,0.0227108701523238
"F-diffusion","sigma","Numeric",4500,0.0044623352100126
"F-diffusion","sigma","Numeric",15000,0.00327104792783621
"F-diffusion","sigma","Numeric",30000,0.0052870209284761
"F-diffusion","sigma","Numeric",150,0.00381402701742565
"F-diffusion","sigma","Numeric",1500,0.015867655724273
"F-diffusion","sigma","Numeric",4500,0.00790290273713893
"F-diffusion","sigma","Numeric",15000,0.00295716207291371
"F-diffusion","sigma","Numeric",30000,0.00190548741955787
"F-diffusion","sigma","Numeric",150,0.0702142317145527
"F-diffusion","sigma","Numeric",1500,0.0100742452162951
"F-diffusion","sigma","Numeric",4500,0.00107016095446684
"F-diffusion","sigma","Numeric",15000,0.0031098147871463
"F-diffusion","sigma","Numeric",30000,0.00787226299303353
"F-diffusion","sigma","Numeric",150,0.0178171449511844
"F-diffusion","sigma","Numeric",1500,0.0267202926833167
"F-diffusion","sigma","Numeric",4500,0.0114533186109887
"F-diffusion","sigma","Numeric",15000,0.00120809578397107
"F-diffusion","sigma","Numeric",30000,0.00278602495477768
"F-diffusion","sigma","Numeric",150,0.0895422819840412
"F-diffusion","sigma","Numeric",1500,0.0064221852618875
"F-diffusion","sigma","Numeric",4500,0.000442393564239659
"F-diffusion","sigma","Numeric",15000,0.000765506327362608
"F-diffusion","sigma","Numeric",30000,0.00139389970430503
"F-diffusion","sigma","Numeric",150,0.0386020933449059
"F-diffusion","sigma","Numeric",1500,0.0164669273142607
"F-diffusion","sigma","Numeric",4500,0.00302166621883112
"F-diffusion","sigma","Numeric",15000,0.00791509894940756
"F-diffusion","sigma","Numeric",30000,0.00239422438159017
"F-diffusion","sigma","Numeric",150,0.0326496297001017
"F-diffusion","sigma","Numeric",1500,0.0144489068359266
"F-diffusion","sigma","Numeric",4500,0.00551001688330222
"F-diffusion","sigma","Numeric",15000,0.00850125646947457
"F-diffusion","sigma","Numeric",30000,0.00510566397895725
"F-diffusion","sigma","Numeric",150,0.0440216785516621
"F-diffusion","sigma","Numeric",1500,0.00619524801364864
"F-diffusion","sigma","Numeric",4500,0.00329410744611051
"F-diffusion","sigma","Numeric",15000,0.00114748961760984
"F-diffusion","sigma","Numeric",30000,0.000156551170179912
"F-diffusion","sigma","Numeric",150,0.0157524959827399
"F-diffusion","sigma","Numeric",1500,0.000137868346386516
"F-diffusion","sigma","Numeric",4500,0.00521890371883197
"F-diffusion","sigma","Numeric",15000,0.00852308279149413
"F-diffusion","sigma","Numeric",30000,0.00491779523167775
"F-diffusion","sigma","Numeric",150,0.0310465553775184
"F-diffusion","sigma","Numeric",1500,0.025602945472291
"F-diffusion","sigma","Numeric",4500,0.0283518318467293
"F-diffusion","sigma","Numeric",15000,0.00458909464501944
"F-diffusion","sigma","Numeric",30000,0.000225879551486267
"F-diffusion","sigma","Numeric",150,0.00044512040989005
"F-diffusion","sigma","Numeric",1500,0.00555895445586171
"F-diffusion","sigma","Numeric",4500,0.000231087134046996
"F-diffusion","sigma","Numeric",15000,0.00378782802873216
"F-diffusion","sigma","Numeric",30000,0.00163572088066333
"F-diffusion","sigma","Numeric",150,0.0229483064988173
"F-diffusion","sigma","Numeric",1500,0.0056596490392206
"F-diffusion","sigma","Numeric",4500,0.00558002023859583
"F-diffusion","sigma","Numeric",15000,0.00532016794946077
"F-diffusion","sigma","Numeric",30000,0.00271508057552198
"F-diffusion","sigma","Numeric",150,0.0360974003294506
"F-diffusion","sigma","Numeric",1500,0.0227911495112981
"F-diffusion","sigma","Numeric",4500,0.0177191479080319
"F-diffusion","sigma","Numeric",15000,0.000724254521586495
"F-diffusion","sigma","Numeric",30000,0.00294642677688713
"F-diffusion","sigma","Numeric",150,0.0171752756126385
"F-diffusion","sigma","Numeric",1500,0.0212891613083817
"F-diffusion","sigma","Numeric",4500,0.0166228087857057
"F-diffusion","sigma","Numeric",15000,0.000729112070656697
"F-diffusion","sigma","Numeric",30000,0.00123598562049391
"F-diffusion","sigma","Numeric",150,0.0617521912293347
"F-diffusion","sigma","Numeric",1500,0.000148961142747428
"F-diffusion","sigma","Numeric",4500,0.00463913758895651
"F-diffusion","sigma","Numeric",15000,0.0016645079191339
"F-diffusion","sigma","Numeric",30000,2.49405333219155e-05
"F-diffusion","sigma","Numeric",150,0.117321427145273
"F-diffusion","sigma","Numeric",1500,0.0110184130637066
"F-diffusion","sigma","Numeric",4500,0.00879711774304478
"F-diffusion","sigma","Numeric",15000,5.83772006997515e-05
"F-diffusion","sigma","Numeric",30000,0.00339730293062871
"F-diffusion","sigma","Numeric",150,0.046601946446513
"F-diffusion","sigma","Numeric",1500,0.0368939059951851
"F-diffusion","sigma","Numeric",4500,0.0140796995367002
"F-diffusion","sigma","Numeric",15000,0.0119104305617714
"F-diffusion","sigma","Numeric",30000,0.00262692825752346
"F-diffusion","sigma","Numeric",150,0.0434379329893285
"F-diffusion","sigma","Numeric",1500,0.00314566245970408
"F-diffusion","sigma","Numeric",4500,0.00333560703338306
"F-diffusion","sigma","Numeric",15000,0.00936838680860919
"F-diffusion","sigma","Numeric",30000,0.00171842676508697
"F-diffusion","sigma","Numeric",150,0.0570078745405417
"F-diffusion","sigma","Numeric",1500,0.0202799006803868
"F-diffusion","sigma","Numeric",4500,0.0139633160301985
"F-diffusion","sigma","Numeric",15000,0.00270062142577613
"F-diffusion","sigma","Numeric",30000,0.00926410141080765
"F-diffusion","sigma","Numeric",150,0.0210165051514612
"F-diffusion","sigma","Numeric",1500,0.0217988736332525
"F-diffusion","sigma","Numeric",4500,0.00770756267823821
"F-diffusion","sigma","Numeric",15000,0.00375067729609583
"F-diffusion","sigma","Numeric",30000,0.00065464010946259
"F-diffusion","sigma","Numeric",150,0.0419694437689104
"F-diffusion","sigma","Numeric",1500,0.0104286107478002
"F-diffusion","sigma","Numeric",4500,0.0186813901524828
"F-diffusion","sigma","Numeric",15000,0.00758657077218727
"F-diffusion","sigma","Numeric",30000,0.000132495408577404
"F-diffusion","sigma","Numeric",150,0.028303935857286
"F-diffusion","sigma","Numeric",1500,0.0290813538159879
"F-diffusion","sigma","Numeric",4500,0.0053663166470419
"F-diffusion","sigma","Numeric",15000,0.0100837775650494
"F-diffusion","sigma","Numeric",30000,0.001241108489022
"F-diffusion","sigma","Numeric",150,0.0319847277758488
"F-diffusion","sigma","Numeric",1500,0.025074520132561
"F-diffusion","sigma","Numeric",4500,0.00632822286959526
"F-diffusion","sigma","Numeric",15000,0.00695760632026402
"F-diffusion","sigma","Numeric",30000,0.00416224016054734
"F-diffusion","sigma","Numeric",150,0.00341485307646309
"F-diffusion","sigma","Numeric",1500,0.0203217734510917
"F-diffusion","sigma","Numeric",4500,0.00723517199518076
"F-diffusion","sigma","Numeric",15000,0.00397978164281276
"F-diffusion","sigma","Numeric",30000,0.00230524308743781
"F-diffusion","sigma","Numeric",150,0.0252867994058537
"F-diffusion","sigma","Numeric",1500,0.0458353836670196
"F-diffusion","sigma","Numeric",4500,0.0181010733042789
"F-diffusion","sigma","Numeric",15000,0.000384037742885979
"F-diffusion","sigma","Numeric",30000,0.0060726132035512
"F-diffusion","sigma","Numeric",150,0.121921030972472
"F-diffusion","sigma","Numeric",1500,0.0152973445856765
"F-diffusion","sigma","Numeric",4500,0.00559677840860362
"F-diffusion","sigma","Numeric",15000,0.00161915250437183
"F-diffusion","sigma","Numeric",30000,0.00124258088659272
"F-diffusion","sigma","Numeric",150,0.0181570869909511
"F-diffusion","sigma","Numeric",1500,0.00488932262175501
"F-diffusion","sigma","Numeric",4500,0.0144576495795144
"F-diffusion","sigma","Numeric",15000,0.00370653973471395
"F-diffusion","sigma","Numeric",30000,0.00744692480090884
"F-diffusion","sigma","Numeric",150,0.05454759378849
"F-diffusion","sigma","Numeric",1500,0.0161056208641724
"F-diffusion","sigma","Numeric",4500,0.00419518732846976
"F-diffusion","sigma","Numeric",15000,0.00159516573646989
"F-diffusion","sigma","Numeric",30000,0.00180707317940787
"F-diffusion","sigma","Numeric",150,0.105886347934448
"F-diffusion","sigma","Numeric",1500,0.0261719981867633
"F-diffusion","sigma","Numeric",4500,0.0247017051687631
"F-diffusion","sigma","Numeric",15000,0.00282387358222743
"F-diffusion","sigma","Numeric",30000,0.00024260209690948
"F-diffusion","sigma","Numeric",150,0.0455720155923996
"F-diffusion","sigma","Numeric",1500,0.0227450606486081
"F-diffusion","sigma","Numeric",4500,0.00273037996625147
"F-diffusion","sigma","Numeric",15000,0.00459744141342181
"F-diffusion","sigma","Numeric",30000,0.00133833570897524
"F-diffusion","sigma","Numeric",150,0.0359420354202233
"F-diffusion","sigma","Numeric",1500,0.0109488735944165
"F-diffusion","sigma","Numeric",4500,0.0108843110381446
"F-diffusion","sigma","Numeric",15000,0.0145207515502443
"F-diffusion","sigma","Numeric",30000,0.00269747692669964
"F-diffusion","sigma","Numeric",150,0.0142533091205527
"F-diffusion","sigma","Numeric",1500,0.0279486620755128
"F-diffusion","sigma","Numeric",4500,0.00667713727083093
"F-diffusion","sigma","Numeric",15000,0.000629816614685456
"F-diffusion","sigma","Numeric",30000,0.00341149709884414
"F-diffusion","sigma","Numeric",150,0.0359876636809932
"F-diffusion","sigma","Numeric",1500,0.0181465138885915
"F-diffusion","sigma","Numeric",4500,0.00922694904475774
"F-diffusion","sigma","Numeric",15000,0.00242881775028921
"F-diffusion","sigma","Numeric",30000,0.00567534338224966
"F-diffusion","sigma","Numeric",150,0.0740211551591384
"F-diffusion","sigma","Numeric",1500,0.00942601242343707
"F-diffusion","sigma","Numeric",4500,0.00431978962510053
"F-diffusion","sigma","Numeric",15000,0.00525430504647447
"F-diffusion","sigma","Numeric",30000,0.00293283029260312
"Linear","alpha","Closed",150,0.105157234395637
"Linear","alpha","Closed",1500,0.238916574183202
"Linear","alpha","Closed",4500,0.127411158892207
"Linear","alpha","Closed",15000,0.554172405853027
"Linear","alpha","Closed",30000,0.0224421537478554
"Linear","alpha","Closed",150,0.0515972278061386
"Linear","alpha","Closed",1500,1.00006431075726
"Linear","alpha","Closed",4500,0.0288087819488751
"Linear","alpha","Closed",15000,0.134963831988243
"Linear","alpha","Closed",30000,0.31960782035158
"Linear","alpha","Closed",150,0.114338341903622
"Linear","alpha","Closed",1500,0.0172156768576076
"Linear","alpha","Closed",4500,0.225814571977528
"Linear","alpha","Closed",15000,0.249680912911103
